province,generation_type,month,megawatt_hours
New Brunswick,solar,2029-07-01,0.0545896477997303
New Brunswick,solar,2029-08-01,0.08844149857759476
New Brunswick,solar,2029-09-01,0.04572267457842827
New Brunswick,solar,2029-10-01,0.008718363009393215
New Brunswick,solar,2029-11-01,0.0061706556007266045
New Brunswick,solar,2029-12-01,-0.030254283919930458
New Brunswick,solar,2030-01-01,0.037506699562072754
New Brunswick,solar,2030-02-01,0.05580483004450798
New Brunswick,solar,2030-03-01,0.09801610559225082
New Brunswick,solar,2030-04-01,0.08719184994697571
New Brunswick,solar,2030-05-01,0.022811276838183403
New Brunswick,solar,2030-06-01,-0.03901376947760582
New Brunswick,solar,2030-07-01,-0.03304264694452286
New Brunswick,solar,2030-08-01,0.043052878230810165
New Brunswick,solar,2030-09-01,0.060966573655605316
New Brunswick,solar,2030-10-01,-0.00807057786732912
New Brunswick,solar,2030-11-01,-0.02288099192082882
New Brunswick,solar,2030-12-01,-0.017989082261919975
New Brunswick,tidal power turbine,2029-01-01,-0.0656346008181572
New Brunswick,tidal power turbine,2029-02-01,-0.06698215007781982
New Brunswick,tidal power turbine,2029-03-01,-0.012809858657419682
New Brunswick,tidal power turbine,2029-04-01,-0.07765365391969681
New Brunswick,tidal power turbine,2029-05-01,0.006512324325740337
New Brunswick,tidal power turbine,2029-06-01,-0.03250202164053917
New Brunswick,tidal power turbine,2029-07-01,-0.0003459311556071043
New Brunswick,tidal power turbine,2029-08-01,0.04462529718875885
New Brunswick,tidal power turbine,2029-09-01,0.015859369188547134
New Brunswick,tidal power turbine,2029-10-01,-0.018716026097536087
New Brunswick,tidal power turbine,2029-11-01,-0.04362696409225464
New Brunswick,tidal power turbine,2029-12-01,-0.03446471318602562
New Brunswick,tidal power turbine,2030-01-01,0.05072079226374626
New Brunswick,tidal power turbine,2030-02-01,0.028399653732776642
New Brunswick,tidal power turbine,2030-03-01,0.03798071667551994
New Brunswick,tidal power turbine,2030-04-01,-0.004230727441608906
New Brunswick,tidal power turbine,2030-05-01,0.04087791219353676
New Brunswick,tidal power turbine,2030-06-01,-0.0029837049078196287
New Brunswick,tidal power turbine,2030-07-01,0.004630289040505886
New Brunswick,tidal power turbine,2030-08-01,-0.01553549338132143
New Brunswick,tidal power turbine,2030-09-01,-0.020135726779699326
New Brunswick,tidal power turbine,2030-10-01,-0.12913623452186584
New Brunswick,tidal power turbine,2030-11-01,-0.11973897367715836
New Brunswick,tidal power turbine,2030-12-01,0.006170026026666164
New Brunswick,wind power turbine,2029-01-01,64708.25799822807
New Brunswick,wind power turbine,2029-02-01,56878.82336187363
New Brunswick,wind power turbine,2029-03-01,93670.6350197792
New Brunswick,wind power turbine,2029-04-01,89813.77222585678
New Brunswick,wind power turbine,2029-05-01,66323.19369447231
New Brunswick,wind power turbine,2029-06-01,50824.29300546646
New Brunswick,wind power turbine,2029-07-01,40777.41148209572
New Brunswick,wind power turbine,2029-08-01,38668.64868682623
New Brunswick,wind power turbine,2029-09-01,37931.44359254837
New Brunswick,wind power turbine,2029-10-01,59160.96841943264
New Brunswick,wind power turbine,2029-11-01,55400.05512881279
New Brunswick,wind power turbine,2029-12-01,65542.06861007214
New Brunswick,wind power turbine,2030-01-01,67101.06178343296
New Brunswick,wind power turbine,2030-02-01,84020.30917394161
New Brunswick,wind power turbine,2030-03-01,72271.45633327961
New Brunswick,wind power turbine,2030-04-01,70755.39088726044
New Brunswick,wind power turbine,2030-05-01,80707.74701869488
New Brunswick,wind power turbine,2030-06-01,61551.484396100044
New Brunswick,wind power turbine,2030-07-01,44960.99575173855
New Brunswick,wind power turbine,2030-08-01,56391.48058474064
New Brunswick,wind power turbine,2030-09-01,63591.477776527405
New Brunswick,wind power turbine,2030-10-01,55655.37983608246
New Brunswick,wind power turbine,2030-11-01,53098.615340173244
New Brunswick,wind power turbine,2030-12-01,57377.34805047512
Newfoundland And Labrador,combustible fuels,2029-01-01,240136.46412658688
Newfoundland And Labrador,combustible fuels,2029-02-01,276692.1224594116
Newfoundland And Labrador,combustible fuels,2029-03-01,247552.14889526364
Newfoundland And Labrador,combustible fuels,2029-04-01,244152.76326370236
Newfoundland And Labrador,combustible fuels,2029-05-01,210912.41757202148
Newfoundland And Labrador,combustible fuels,2029-06-01,161315.14721298218
Newfoundland And Labrador,combustible fuels,2029-07-01,105524.48270034789
Newfoundland And Labrador,combustible fuels,2029-08-01,65682.59771442413
Newfoundland And Labrador,combustible fuels,2029-09-01,68109.03190135956
Newfoundland And Labrador,combustible fuels,2029-10-01,76197.59287166594
Newfoundland And Labrador,combustible fuels,2029-11-01,99293.48780441283
Newfoundland And Labrador,combustible fuels,2029-12-01,181319.25792312622
Newfoundland And Labrador,combustible fuels,2030-01-01,250718.24487304685
Newfoundland And Labrador,combustible fuels,2030-02-01,269127.6508483887
Newfoundland And Labrador,combustible fuels,2030-03-01,244636.604183197
Newfoundland And Labrador,combustible fuels,2030-04-01,221058.18788146973
Newfoundland And Labrador,combustible fuels,2030-05-01,175851.84865570068
Newfoundland And Labrador,combustible fuels,2030-06-01,131201.14765167236
Newfoundland And Labrador,combustible fuels,2030-07-01,85828.12813472746
Newfoundland And Labrador,combustible fuels,2030-08-01,63395.61895561218
Newfoundland And Labrador,combustible fuels,2030-09-01,50852.80562019348
Newfoundland And Labrador,combustible fuels,2030-10-01,50392.33836746216
Newfoundland And Labrador,combustible fuels,2030-11-01,92859.51423263548
Newfoundland And Labrador,combustible fuels,2030-12-01,161713.07550811768
Newfoundland And Labrador,hydraulic turbine,2029-01-01,4357633.227922261
Newfoundland And Labrador,hydraulic turbine,2029-02-01,4721405.55588609
Newfoundland And Labrador,hydraulic turbine,2029-03-01,4415350.005769908
Newfoundland And Labrador,hydraulic turbine,2029-04-01,4423828.231942892
Newfoundland And Labrador,hydraulic turbine,2029-05-01,3366464.2474620943
Newfoundland And Labrador,hydraulic turbine,2029-06-01,2629477.2852678
Newfoundland And Labrador,hydraulic turbine,2029-07-01,2125488.8860607073
Newfoundland And Labrador,hydraulic turbine,2029-08-01,2027260.062374052
Newfoundland And Labrador,hydraulic turbine,2029-09-01,2227043.259074427
Newfoundland And Labrador,hydraulic turbine,2029-10-01,2359659.9184308797
Newfoundland And Labrador,hydraulic turbine,2029-11-01,2421517.594512105
Newfoundland And Labrador,hydraulic turbine,2029-12-01,3155963.7905158107
Newfoundland And Labrador,hydraulic turbine,2030-01-01,4279669.305425048
Newfoundland And Labrador,hydraulic turbine,2030-02-01,4669147.510520518
Newfoundland And Labrador,hydraulic turbine,2030-03-01,4253940.713688791
Newfoundland And Labrador,hydraulic turbine,2030-04-01,4457267.743624985
Newfoundland And Labrador,hydraulic turbine,2030-05-01,3530638.870574892
Newfoundland And Labrador,hydraulic turbine,2030-06-01,2849239.880366832
Newfoundland And Labrador,hydraulic turbine,2030-07-01,2405238.149235919
Newfoundland And Labrador,hydraulic turbine,2030-08-01,2539143.2386131138
Newfoundland And Labrador,hydraulic turbine,2030-09-01,2570126.991791591
Newfoundland And Labrador,hydraulic turbine,2030-10-01,2489828.197228208
Newfoundland And Labrador,hydraulic turbine,2030-11-01,2693150.279854685
Newfoundland And Labrador,hydraulic turbine,2030-12-01,3342792.876166642
Newfoundland And Labrador,other types of electricity generation,2029-01-01,-0.02926095388829708
Newfoundland And Labrador,other types of electricity generation,2029-02-01,0.08443528413772583
Newfoundland And Labrador,other types of electricity generation,2029-03-01,0.004596905782818794
Newfoundland And Labrador,other types of electricity generation,2029-04-01,0.04083990678191185
Newfoundland And Labrador,other types of electricity generation,2029-05-01,0.014038322493433952
Newfoundland And Labrador,other types of electricity generation,2029-06-01,-0.004817770794034004
Newfoundland And Labrador,other types of electricity generation,2029-07-01,-0.0331912599503994
Newfoundland And Labrador,other types of electricity generation,2029-08-01,-0.014286888763308525
Newfoundland And Labrador,other types of electricity generation,2029-09-01,-0.0791609063744545
Newfoundland And Labrador,other types of electricity generation,2029-10-01,-0.019969677552580833
Newfoundland And Labrador,other types of electricity generation,2029-11-01,-0.023727187886834145
Newfoundland And Labrador,other types of electricity generation,2029-12-01,-0.002202233299612999
Newfoundland And Labrador,other types of electricity generation,2030-01-01,-0.003245128318667412
Newfoundland And Labrador,other types of electricity generation,2030-02-01,-0.002853410318493843
Newfoundland And Labrador,other types of electricity generation,2030-03-01,0.015788881108164787
Newfoundland And Labrador,other types of electricity generation,2030-04-01,0.045336782932281494
Newfoundland And Labrador,other types of electricity generation,2030-05-01,0.01594470627605915
Newfoundland And Labrador,other types of electricity generation,2030-06-01,0.027082255110144615
Newfoundland And Labrador,other types of electricity generation,2030-07-01,-0.02122492529451847
Newfoundland And Labrador,other types of electricity generation,2030-08-01,-0.015089312568306923
Newfoundland And Labrador,other types of electricity generation,2030-09-01,-0.044772710651159286
Newfoundland And Labrador,other types of electricity generation,2030-10-01,-0.03628304973244667
Newfoundland And Labrador,other types of electricity generation,2030-11-01,-0.04525560885667801
Newfoundland And Labrador,other types of electricity generation,2030-12-01,0.03434818238019943
Newfoundland And Labrador,solar,2029-01-01,0.028330666944384575
Newfoundland And Labrador,solar,2029-02-01,0.004813728388398886
Newfoundland And Labrador,solar,2029-03-01,0.03125486522912979
Newfoundland And Labrador,solar,2029-04-01,0.030212590470910072
Newfoundland And Labrador,solar,2029-05-01,-0.019562819972634315
Newfoundland And Labrador,solar,2029-06-01,0.006978136952966452
Newfoundland And Labrador,solar,2029-07-01,-0.0013262279098853469
Newfoundland And Labrador,solar,2029-08-01,-0.00026000512298196554
Newfoundland And Labrador,solar,2029-09-01,-0.013066234067082405
Newfoundland And Labrador,solar,2029-10-01,-0.01719989813864231
Newfoundland And Labrador,solar,2029-11-01,-0.003280031029134989
Newfoundland And Labrador,solar,2029-12-01,0.015937304124236107
Newfoundland And Labrador,solar,2030-01-01,0.028323421254754066
Newfoundland And Labrador,solar,2030-02-01,-0.009495722129940987
Newfoundland And Labrador,solar,2030-03-01,0.010340621694922447
Newfoundland And Labrador,solar,2030-04-01,0.02971218340098858
Newfoundland And Labrador,solar,2030-05-01,0.03548239916563034
Newfoundland And Labrador,solar,2030-06-01,-0.0023219981230795383
Newfoundland And Labrador,solar,2030-07-01,0.05625469610095024
Newfoundland And Labrador,solar,2030-08-01,0.0065550110302865505
Newfoundland And Labrador,solar,2030-09-01,0.028845185413956642
Newfoundland And Labrador,solar,2030-10-01,0.0010265834862366319
Newfoundland And Labrador,solar,2030-11-01,0.017147375270724297
Newfoundland And Labrador,solar,2030-12-01,-0.001756498939357698
Newfoundland And Labrador,tidal power turbine,2029-01-01,-0.01188843697309494
Newfoundland And Labrador,tidal power turbine,2029-02-01,-0.07195321470499039
Newfoundland And Labrador,tidal power turbine,2029-03-01,-0.027235062792897224
Newfoundland And Labrador,tidal power turbine,2029-04-01,-0.040866173803806305
Newfoundland And Labrador,tidal power turbine,2029-05-01,0.018923668190836906
Newfoundland And Labrador,tidal power turbine,2029-06-01,-0.012279380112886429
Newfoundland And Labrador,tidal power turbine,2029-07-01,0.0021641585044562817
Newfoundland And Labrador,tidal power turbine,2029-08-01,-0.04715175926685333
Newfoundland And Labrador,tidal power turbine,2029-09-01,0.016085907816886902
Newfoundland And Labrador,tidal power turbine,2029-10-01,-0.031348664313554764
Newfoundland And Labrador,tidal power turbine,2029-11-01,0.03072809986770153
Newfoundland And Labrador,tidal power turbine,2029-12-01,0.0228046216070652
Newfoundland And Labrador,tidal power turbine,2030-01-01,-0.06092590093612671
Newfoundland And Labrador,tidal power turbine,2030-02-01,-0.017581352964043617
Newfoundland And Labrador,tidal power turbine,2030-03-01,-0.023842861875891685
Newfoundland And Labrador,tidal power turbine,2030-04-01,-0.01425093598663807
Newfoundland And Labrador,tidal power turbine,2030-05-01,-0.04281849414110184
Newfoundland And Labrador,tidal power turbine,2030-06-01,-0.061784759163856506
Newfoundland And Labrador,tidal power turbine,2030-07-01,-0.015030937269330025
Newfoundland And Labrador,tidal power turbine,2030-08-01,-0.02791731432080269
Newfoundland And Labrador,tidal power turbine,2030-09-01,0.0022700675763189793
Newfoundland And Labrador,tidal power turbine,2030-10-01,0.016032442450523376
Newfoundland And Labrador,tidal power turbine,2030-11-01,0.017114365473389626
Newfoundland And Labrador,tidal power turbine,2030-12-01,0.0166695024818182
Newfoundland And Labrador,wind power turbine,2029-01-01,18553.454033911228
Newfoundland And Labrador,wind power turbine,2029-02-01,19744.613146722317
Newfoundland And Labrador,wind power turbine,2029-03-01,15464.189414322378
Newfoundland And Labrador,wind power turbine,2029-04-01,17054.842585504055
Newfoundland And Labrador,wind power turbine,2029-05-01,17399.44803237915
Newfoundland And Labrador,wind power turbine,2029-06-01,16540.15895062685
Newfoundland And Labrador,wind power turbine,2029-07-01,13534.982695460321
Newfoundland And Labrador,wind power turbine,2029-08-01,10367.878495573997
Newfoundland And Labrador,wind power turbine,2029-09-01,9042.870664656162
Newfoundland And Labrador,wind power turbine,2029-10-01,9595.962717413902
Newfoundland And Labrador,wind power turbine,2029-11-01,12350.870477497578
Newfoundland And Labrador,wind power turbine,2029-12-01,14110.916042864324
Newfoundland And Labrador,wind power turbine,2030-01-01,18985.094512283802
Newfoundland And Labrador,wind power turbine,2030-02-01,19309.325672328472
Newfoundland And Labrador,wind power turbine,2030-03-01,17345.29146283865
Newfoundland And Labrador,wind power turbine,2030-04-01,18529.24379438162
Newfoundland And Labrador,wind power turbine,2030-05-01,18173.11463290453
Newfoundland And Labrador,wind power turbine,2030-06-01,18661.87816852331
Newfoundland And Labrador,wind power turbine,2030-07-01,15267.946672618391
Newfoundland And Labrador,wind power turbine,2030-08-01,12314.109814703465
Newfoundland And Labrador,wind power turbine,2030-09-01,12302.143439352512
Newfoundland And Labrador,wind power turbine,2030-10-01,12317.320756852627
Newfoundland And Labrador,wind power turbine,2030-11-01,13640.865825235845
Newfoundland And Labrador,wind power turbine,2030-12-01,16291.06515824795
Northwest Territories,combustible fuels,2029-01-01,37023.778261870146
Northwest Territories,combustible fuels,2029-02-01,38375.785759329796
Northwest Territories,combustible fuels,2029-03-01,37728.476599276066
Northwest Territories,combustible fuels,2029-04-01,34891.81313589215
Northwest Territories,combustible fuels,2029-05-01,31575.621642768383
Northwest Territories,combustible fuels,2029-06-01,32314.076773673296
Northwest Territories,combustible fuels,2029-07-01,32676.271842300892
Northwest Territories,combustible fuels,2029-08-01,31684.695855543017
Northwest Territories,combustible fuels,2029-09-01,30784.41040185094
Northwest Territories,combustible fuels,2029-10-01,27924.10318171233
Northwest Territories,combustible fuels,2029-11-01,34687.74385693669
Northwest Territories,combustible fuels,2029-12-01,34626.15327703953
Northwest Territories,combustible fuels,2030-01-01,33087.47855630517
Northwest Territories,combustible fuels,2030-02-01,34158.09216478467
Northwest Territories,combustible fuels,2030-03-01,34088.71140009165
Northwest Territories,combustible fuels,2030-04-01,35691.33822053671
Northwest Territories,combustible fuels,2030-05-01,34521.777336239815
Northwest Territories,combustible fuels,2030-06-01,37382.53820878267
Northwest Territories,combustible fuels,2030-07-01,33423.593792676926
Northwest Territories,combustible fuels,2030-08-01,29223.01970039308
Northwest Territories,combustible fuels,2030-09-01,30487.174313813448
Northwest Territories,combustible fuels,2030-10-01,30157.5269728899
Northwest Territories,combustible fuels,2030-11-01,34046.48204770684
Northwest Territories,combustible fuels,2030-12-01,29922.911596894264
Northwest Territories,hydraulic turbine,2029-01-01,24758.817100882534
Northwest Territories,hydraulic turbine,2029-02-01,24767.97355091572
Northwest Territories,hydraulic turbine,2029-03-01,22273.39838719368
Northwest Territories,hydraulic turbine,2029-04-01,23415.462749004368
Northwest Territories,hydraulic turbine,2029-05-01,24407.656789541248
Northwest Territories,hydraulic turbine,2029-06-01,25265.283069133762
Northwest Territories,hydraulic turbine,2029-07-01,21023.169452548027
Northwest Territories,hydraulic turbine,2029-08-01,21241.73684155941
Northwest Territories,hydraulic turbine,2029-09-01,20368.173879146576
Northwest Territories,hydraulic turbine,2029-10-01,19989.79089832306
Northwest Territories,hydraulic turbine,2029-11-01,19485.218935489655
Northwest Territories,hydraulic turbine,2029-12-01,19735.895221352577
Northwest Territories,hydraulic turbine,2030-01-01,23156.416046261787
Northwest Territories,hydraulic turbine,2030-02-01,24126.976057291035
Northwest Territories,hydraulic turbine,2030-03-01,24301.352773904804
Northwest Territories,hydraulic turbine,2030-04-01,23434.40419685841
Northwest Territories,hydraulic turbine,2030-05-01,22850.080529808998
Northwest Territories,hydraulic turbine,2030-06-01,21220.30768239498
Northwest Territories,hydraulic turbine,2030-07-01,19151.014083981514
Northwest Territories,hydraulic turbine,2030-08-01,21227.270486712456
Northwest Territories,hydraulic turbine,2030-09-01,21596.65729022026
Northwest Territories,hydraulic turbine,2030-10-01,19298.74650657177
Northwest Territories,hydraulic turbine,2030-11-01,17431.449491858482
Northwest Territories,hydraulic turbine,2030-12-01,21173.128969073296
Northwest Territories,solar,2029-01-01,36.13947033882141
Northwest Territories,solar,2029-02-01,-12.288218140602112
Northwest Territories,solar,2029-03-01,52.089643597602844
Northwest Territories,solar,2029-04-01,102.9907591342926
Northwest Territories,solar,2029-05-01,148.4536647796631
Northwest Territories,solar,2029-06-01,132.57295560836792
Northwest Territories,solar,2029-07-01,152.55666160583496
Northwest Territories,solar,2029-08-01,123.37629771232605
Northwest Territories,solar,2029-09-01,170.31395435333252
Northwest Territories,solar,2029-10-01,181.74671506881714
Northwest Territories,solar,2029-11-01,131.48704385757446
Northwest Territories,solar,2029-12-01,119.5669813156128
Northwest Territories,solar,2030-01-01,3.807083398103714
Northwest Territories,solar,2030-02-01,36.716845989227295
Northwest Territories,solar,2030-03-01,62.180214166641235
Northwest Territories,solar,2030-04-01,79.21309518814087
Northwest Territories,solar,2030-05-01,69.41764259338379
Northwest Territories,solar,2030-06-01,60.37570369243622
Northwest Territories,solar,2030-07-01,48.18574118614197
Northwest Territories,solar,2030-08-01,20.46920073032379
Northwest Territories,solar,2030-09-01,86.49622201919556
Northwest Territories,solar,2030-10-01,166.67837762832642
Northwest Territories,solar,2030-11-01,140.25516557693481
Northwest Territories,solar,2030-12-01,69.60252046585083
Northwest Territories,wind power turbine,2029-01-01,1026.0912655293941
Northwest Territories,wind power turbine,2029-02-01,1952.755962908268
Northwest Territories,wind power turbine,2029-03-01,1766.7225483059883
Northwest Territories,wind power turbine,2029-04-01,1692.2199401259422
Northwest Territories,wind power turbine,2029-05-01,1557.8096377849579
Northwest Territories,wind power turbine,2029-06-01,1700.139407813549
Northwest Territories,wind power turbine,2029-07-01,1474.1895309090614
Northwest Territories,wind power turbine,2029-08-01,1288.5180708765984
Northwest Territories,wind power turbine,2029-09-01,1655.304611325264
Northwest Territories,wind power turbine,2029-10-01,1580.593466758728
Northwest Territories,wind power turbine,2029-11-01,1746.0219767689705
Northwest Territories,wind power turbine,2029-12-01,1692.6670295000076
Northwest Territories,wind power turbine,2030-01-01,1447.9087679088116
Northwest Territories,wind power turbine,2030-02-01,1601.9851222634315
Northwest Territories,wind power turbine,2030-03-01,1651.2944987416267
Northwest Territories,wind power turbine,2030-04-01,2030.0144812464714
Northwest Territories,wind power turbine,2030-05-01,1667.9977717995644
Northwest Territories,wind power turbine,2030-06-01,1813.7466257810593
Northwest Territories,wind power turbine,2030-07-01,1487.093509733677
Northwest Territories,wind power turbine,2030-08-01,1481.9527718424797
Northwest Territories,wind power turbine,2030-09-01,1646.7737528681755
Northwest Territories,wind power turbine,2030-10-01,2046.7072221636772
Northwest Territories,wind power turbine,2030-11-01,1973.6213624477386
Northwest Territories,wind power turbine,2030-12-01,1420.2168735861778
Nova Scotia,combustible fuels,2029-01-01,758582.8984938859
Nova Scotia,combustible fuels,2029-02-01,745485.8496804832
Nova Scotia,combustible fuels,2029-03-01,560407.5737493038
Nova Scotia,combustible fuels,2029-04-01,478767.08417366445
Nova Scotia,combustible fuels,2029-05-01,465775.9013556987
Nova Scotia,combustible fuels,2029-06-01,502945.79618665576
Nova Scotia,combustible fuels,2029-07-01,595166.0645939708
Nova Scotia,combustible fuels,2029-08-01,628731.8819718361
Nova Scotia,combustible fuels,2029-09-01,640661.851518929
Nova Scotia,combustible fuels,2029-10-01,633994.8674680591
Nova Scotia,combustible fuels,2029-11-01,650472.690438807
Nova Scotia,combustible fuels,2029-12-01,703396.5531842707
Nova Scotia,combustible fuels,2030-01-01,711373.9887835382
Nova Scotia,combustible fuels,2030-02-01,642467.7685399652
Nova Scotia,combustible fuels,2030-03-01,563796.1197544932
Nova Scotia,combustible fuels,2030-04-01,455878.15812151134
Nova Scotia,combustible fuels,2030-05-01,448465.7989304811
Nova Scotia,combustible fuels,2030-06-01,460644.6608875245
Nova Scotia,combustible fuels,2030-07-01,548706.7109524012
Nova Scotia,combustible fuels,2030-08-01,609624.143002212
Nova Scotia,combustible fuels,2030-09-01,626831.5024127364
Nova Scotia,combustible fuels,2030-10-01,604789.8095013499
Nova Scotia,combustible fuels,2030-11-01,623600.0413216949
Nova Scotia,combustible fuels,2030-12-01,630967.4275555015
Nova Scotia,hydraulic turbine,2029-01-01,133792.73506724834
Nova Scotia,hydraulic turbine,2029-02-01,129000.81487357616
Nova Scotia,hydraulic turbine,2029-03-01,130505.67422807217
Nova Scotia,hydraulic turbine,2029-04-01,116271.3420843482
Nova Scotia,hydraulic turbine,2029-05-01,121533.09118336439
Nova Scotia,hydraulic turbine,2029-06-01,106501.06748187542
Nova Scotia,hydraulic turbine,2029-07-01,117976.92618358135
Nova Scotia,hydraulic turbine,2029-08-01,97773.10518145561
Nova Scotia,hydraulic turbine,2029-09-01,98790.21697968245
Nova Scotia,hydraulic turbine,2029-10-01,107668.99814903736
Nova Scotia,hydraulic turbine,2029-11-01,119218.94735640287
Nova Scotia,hydraulic turbine,2029-12-01,135832.25998920202
Nova Scotia,hydraulic turbine,2030-01-01,134607.346475482
Nova Scotia,hydraulic turbine,2030-02-01,126686.3722601533
Nova Scotia,hydraulic turbine,2030-03-01,114310.17604607344
Nova Scotia,hydraulic turbine,2030-04-01,127182.94682216644
Nova Scotia,hydraulic turbine,2030-05-01,113056.65586286783
Nova Scotia,hydraulic turbine,2030-06-01,125051.48957443237
Nova Scotia,hydraulic turbine,2030-07-01,103631.47108650208
Nova Scotia,hydraulic turbine,2030-08-01,99266.02161425352
Nova Scotia,hydraulic turbine,2030-09-01,90970.58259528875
Nova Scotia,hydraulic turbine,2030-10-01,102498.4386780262
Nova Scotia,hydraulic turbine,2030-11-01,122161.33667051792
Nova Scotia,hydraulic turbine,2030-12-01,134425.8465053439
Nova Scotia,other types of electricity generation,2029-01-01,0.2090987265110016
Nova Scotia,other types of electricity generation,2029-02-01,0.1665733903646469
Nova Scotia,other types of electricity generation,2029-03-01,0.21242167055606842
Nova Scotia,other types of electricity generation,2029-04-01,0.29809513688087463
Nova Scotia,other types of electricity generation,2029-05-01,0.33461517095565796
Nova Scotia,other types of electricity generation,2029-06-01,0.27148163318634033
Nova Scotia,other types of electricity generation,2029-07-01,0.29022014141082764
Nova Scotia,other types of electricity generation,2029-08-01,0.3725982904434204
Nova Scotia,other types of electricity generation,2029-09-01,0.2790689468383789
Nova Scotia,other types of electricity generation,2029-10-01,0.28276240825653076
Nova Scotia,other types of electricity generation,2029-11-01,0.2743111848831177
Nova Scotia,other types of electricity generation,2029-12-01,0.265929639339447
Nova Scotia,other types of electricity generation,2030-01-01,0.17797861993312836
Nova Scotia,other types of electricity generation,2030-02-01,0.0908786952495575
Nova Scotia,other types of electricity generation,2030-03-01,0.2243601232767105
Nova Scotia,other types of electricity generation,2030-04-01,0.24871380627155304
Nova Scotia,other types of electricity generation,2030-05-01,0.2782077491283417
Nova Scotia,other types of electricity generation,2030-06-01,0.19920839369297028
Nova Scotia,other types of electricity generation,2030-07-01,0.1939859390258789
Nova Scotia,other types of electricity generation,2030-08-01,0.25559189915657043
Nova Scotia,other types of electricity generation,2030-09-01,0.2543650269508362
Nova Scotia,other types of electricity generation,2030-10-01,0.2207690179347992
Nova Scotia,other types of electricity generation,2030-11-01,0.2354811429977417
Nova Scotia,other types of electricity generation,2030-12-01,0.20163176953792572
Nova Scotia,solar,2029-01-01,-0.0006332049961201847
Nova Scotia,solar,2029-02-01,-0.024838531389832497
Nova Scotia,solar,2029-03-01,-0.03980299457907677
Nova Scotia,solar,2029-04-01,-0.12615247070789337
Nova Scotia,solar,2029-05-01,-0.047003474086523056
Nova Scotia,solar,2029-06-01,-0.0430804081261158
Nova Scotia,solar,2029-07-01,-0.038439083844423294
Nova Scotia,solar,2029-08-01,0.012755711562931538
Nova Scotia,solar,2029-09-01,-0.03943904861807823
Nova Scotia,solar,2029-10-01,-0.10497827082872391
Nova Scotia,solar,2029-11-01,-0.1570952981710434
Nova Scotia,solar,2029-12-01,-0.1192622035741806
Nova Scotia,solar,2030-01-01,-0.04893089458346367
Nova Scotia,solar,2030-02-01,-0.03657965734601021
Nova Scotia,solar,2030-03-01,-0.02250313200056553
Nova Scotia,solar,2030-04-01,-0.06949451565742493
Nova Scotia,solar,2030-05-01,0.029718583449721336
Nova Scotia,solar,2030-06-01,-0.03093419410288334
Nova Scotia,solar,2030-07-01,-0.04141303524374962
Nova Scotia,solar,2030-08-01,-0.02536916919052601
Nova Scotia,solar,2030-09-01,-0.04033121094107628
Nova Scotia,solar,2030-10-01,-0.09963955730199814
Nova Scotia,solar,2030-11-01,-0.15010400116443634
Nova Scotia,solar,2030-12-01,-0.11671044677495956
Nova Scotia,tidal power turbine,2029-01-01,-186.52771846950054
Nova Scotia,tidal power turbine,2029-02-01,-376.7156472504139
Nova Scotia,tidal power turbine,2029-03-01,-572.2870852053165
Nova Scotia,tidal power turbine,2029-04-01,-485.07204979658127
Nova Scotia,tidal power turbine,2029-05-01,-725.7779262363911
Nova Scotia,tidal power turbine,2029-06-01,-801.5127032995224
Nova Scotia,tidal power turbine,2029-07-01,-821.8229169845581
Nova Scotia,tidal power turbine,2029-08-01,-673.4101490080357
Nova Scotia,tidal power turbine,2029-09-01,-282.36957590281963
Nova Scotia,tidal power turbine,2029-10-01,-186.91389261186123
Nova Scotia,tidal power turbine,2029-11-01,-305.9382151067257
Nova Scotia,tidal power turbine,2029-12-01,-391.9682700932026
Nova Scotia,tidal power turbine,2030-01-01,-321.9805073440075
Nova Scotia,tidal power turbine,2030-02-01,-179.78194731473923
Nova Scotia,tidal power turbine,2030-03-01,-132.5745184123516
Nova Scotia,tidal power turbine,2030-04-01,-142.7104637771845
Nova Scotia,tidal power turbine,2030-05-01,-254.3976507782936
Nova Scotia,tidal power turbine,2030-06-01,-572.6101239025593
Nova Scotia,tidal power turbine,2030-07-01,-610.7203760445118
Nova Scotia,tidal power turbine,2030-08-01,-494.08443972468376
Nova Scotia,tidal power turbine,2030-09-01,-190.88088142871857
Nova Scotia,tidal power turbine,2030-10-01,-148.0409703552723
Nova Scotia,tidal power turbine,2030-11-01,-349.54105611145496
Nova Scotia,tidal power turbine,2030-12-01,-429.1893430650234
Nova Scotia,wind power turbine,2029-01-01,160238.09594243762
Nova Scotia,wind power turbine,2029-02-01,157414.23583507535
Nova Scotia,wind power turbine,2029-03-01,197856.30885004997
Nova Scotia,wind power turbine,2029-04-01,193164.344227314
Nova Scotia,wind power turbine,2029-05-01,205329.2729073763
Nova Scotia,wind power turbine,2029-06-01,168148.26110631225
Nova Scotia,wind power turbine,2029-07-01,166995.3100198507
Nova Scotia,wind power turbine,2029-08-01,164601.35085254905
Nova Scotia,wind power turbine,2029-09-01,163881.3643494248
Nova Scotia,wind power turbine,2029-10-01,156368.96725982425
Nova Scotia,wind power turbine,2029-11-01,152171.18953078982
Nova Scotia,wind power turbine,2029-12-01,157449.15934622285
Nova Scotia,wind power turbine,2030-01-01,157385.71260839698
Nova Scotia,wind power turbine,2030-02-01,155692.3773142695
