date,generation_type,megawatt_hours
2018-04,solar,0.0
2018-04,wind power turbine,67484.0
2018-05,combustible fuels,11233.0
2018-05,hydraulic turbine,2534075.0
2018-05,other types of electricity generation,0.0
2018-05,solar,0.0
2018-05,wind power turbine,58358.0
2018-06,combustible fuels,6883.0
2018-06,hydraulic turbine,2458492.0
2018-06,other types of electricity generation,0.0
2018-06,solar,0.0
2018-06,wind power turbine,53174.0
2018-07,combustible fuels,1530.0
2018-07,hydraulic turbine,2789305.0
2018-07,other types of electricity generation,0.0
2018-07,solar,0.0
2018-07,wind power turbine,49540.0
2018-08,combustible fuels,1854.0
2018-08,hydraulic turbine,2556547.0
2018-08,other types of electricity generation,0.0
2018-08,solar,0.0
2018-08,wind power turbine,58188.0
2018-09,combustible fuels,1058.0
2018-09,hydraulic turbine,2119403.0
2018-09,other types of electricity generation,0.0
2018-09,solar,0.0
2018-09,wind power turbine,68389.0
2018-10,combustible fuels,6417.0
2018-10,hydraulic turbine,2209042.0
2018-10,other types of electricity generation,0.0
2018-10,solar,0.0
2018-10,wind power turbine,80745.0
2018-11,combustible fuels,8214.0
2018-11,hydraulic turbine,2520798.0
2018-11,other types of electricity generation,0.0
2018-11,solar,0.0
2018-11,wind power turbine,71633.0
2018-12,combustible fuels,10582.0
2018-12,hydraulic turbine,2882066.0
2018-12,other types of electricity generation,0.0
2018-12,solar,0.0
2018-12,wind power turbine,76971.0
2019-01,combustible fuels,13395.0
2019-01,hydraulic turbine,2905647.0
2019-01,other types of electricity generation,0.0
2019-01,solar,0.0
2019-01,wind power turbine,77109.0
2019-02,combustible fuels,10548.0
2019-02,hydraulic turbine,2554253.0
2019-02,other types of electricity generation,0.0
2019-02,solar,0.0
2019-02,wind power turbine,75374.0
2019-03,combustible fuels,9826.0
2019-03,hydraulic turbine,2847818.0
2019-03,other types of electricity generation,0.0
2019-03,solar,0.0
2019-03,wind power turbine,89274.0
2019-04,combustible fuels,10768.0
2019-04,hydraulic turbine,2503617.0
2019-04,other types of electricity generation,0.0
2019-04,solar,0.0
2019-04,wind power turbine,76380.0
2019-05,combustible fuels,8270.0
2019-05,hydraulic turbine,2736533.0
2019-05,other types of electricity generation,0.0
2019-05,solar,0.0
2019-05,wind power turbine,77221.0
2019-06,combustible fuels,3503.0
2019-06,hydraulic turbine,2589572.0
2019-06,other types of electricity generation,0.0
2019-06,solar,0.0
2019-06,wind power turbine,58341.0
2019-07,combustible fuels,8038.0
2019-07,hydraulic turbine,2707028.0
2019-07,other types of electricity generation,0.0
2019-07,solar,0.0
2019-07,wind power turbine,57971.0
2019-08,combustible fuels,3581.0
2019-08,hydraulic turbine,2777460.0
2019-08,other types of electricity generation,0.0
2019-08,solar,0.0
2019-08,wind power turbine,63029.0
2019-09,combustible fuels,7714.0
2019-09,hydraulic turbine,2706339.0
2019-09,other types of electricity generation,0.0
2019-09,solar,0.0
2019-09,wind power turbine,64114.0
2019-10,combustible fuels,10882.0
2019-10,hydraulic turbine,2493915.0
2019-10,other types of electricity generation,0.0
2019-10,solar,0.0
2019-10,wind power turbine,92688.0
2019-11,combustible fuels,10065.0
2019-11,hydraulic turbine,2866894.0
2019-11,other types of electricity generation,0.0
2019-11,solar,2.0
2019-11,wind power turbine,72825.0
2019-12,combustible fuels,9586.0
2019-12,hydraulic turbine,3245814.0
2019-12,other types of electricity generation,0.0
2019-12,solar,2.0
2019-12,wind power turbine,82472.0
2020-01,combustible fuels,13108.0
2020-01,hydraulic turbine,3318325.0
2020-01,other types of electricity generation,0.0
2020-01,solar,1.0
2020-01,wind power turbine,72076.0
2020-02,combustible fuels,10155.0
2020-02,hydraulic turbine,3114978.0
2020-02,other types of electricity generation,0.0
2020-02,solar,3.0
2020-02,wind power turbine,84117.0
2020-03,combustible fuels,10214.0
2020-03,hydraulic turbine,3350710.0
2020-03,other types of electricity generation,0.0
2020-03,solar,9.0
2020-03,wind power turbine,96468.0
2020-04,combustible fuels,12254.0
2020-04,hydraulic turbine,2738786.0
2020-04,other types of electricity generation,0.0
2020-04,solar,16.0
2020-04,wind power turbine,72204.0
2020-05,combustible fuels,8564.0
2020-05,hydraulic turbine,2893333.0
2020-05,other types of electricity generation,0.0
2020-05,solar,29.0
2020-05,wind power turbine,87439.0
2020-06,combustible fuels,7449.0
2020-06,hydraulic turbine,2920666.0
2020-06,other types of electricity generation,0.0
2020-06,solar,10.0
2020-06,wind power turbine,82948.0
2020-07,combustible fuels,8243.0
2020-07,hydraulic turbine,3323106.0
2020-07,other types of electricity generation,0.0
2020-07,solar,10.0
2020-07,wind power turbine,62269.0
2020-08,combustible fuels,6637.0
2020-08,hydraulic turbine,3295149.0
2020-08,other types of electricity generation,0.0
2020-08,solar,23.0
2020-08,wind power turbine,54771.0
2020-09,combustible fuels,7795.0
2020-09,hydraulic turbine,2822941.0
2020-09,other types of electricity generation,0.0
2020-09,solar,180.0
2020-09,wind power turbine,81459.0
2020-10,combustible fuels,5637.0
2020-10,hydraulic turbine,2767109.0
2020-10,other types of electricity generation,0.0
2020-10,solar,79.0
2020-10,wind power turbine,85116.0
2020-11,combustible fuels,8271.0
2020-11,hydraulic turbine,2569247.0
2020-11,other types of electricity generation,0.0
2020-11,solar,34.0
2020-11,wind power turbine,92777.0
2020-12,combustible fuels,10605.0
2020-12,hydraulic turbine,3056068.0
2020-12,other types of electricity generation,0.0
